,/lpc/w83627dhgp/voltage/0,/lpc/w83627dhgp/voltage/1,/lpc/w83627dhgp/voltage/2,/lpc/w83627dhgp/voltage/3,/lpc/w83627dhgp/voltage/4,/lpc/w83627dhgp/voltage/5,/lpc/w83627dhgp/voltage/6,/lpc/w83627dhgp/voltage/7,/lpc/w83627dhgp/temperature/0,/lpc/w83627dhgp/temperature/1,/lpc/w83627dhgp/temperature/2,/lpc/w83627dhgp/fan/1,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/0,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/clock/0,/ram/load/0,/ram/data/0,/ram/data/1,/hdd/0/temperature/0,/hdd/0/load/0
Time,"CPU VCore","Voltage #2","AVCC","3VCC","Voltage #5","Voltage #6","Voltage #7","3VSB","CPU","Auxiliary","System","CPU Fan","CPU Core #1","CPU Core #2","CPU Total","CPU Core #1","CPU Core #2","CPU Core #1","CPU Core #2","Bus Speed","Memory","Used Memory","Available Memory","Temperature","Used Space"
05/20/2022 21:58:26,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.904,3.47200012,40,46,36,2265.10059,7.8125,9.375,8.59375,39,37,2926.197,2926.197,266.0179,56.75649,2.126751,1.62039948,40,64.650116
05/20/2022 21:58:27,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.904,3.47200012,40,46,36,2265.10059,7.8125,3.125,5.46875,39,37,2926.197,2926.197,266.0179,56.73185,2.12582779,1.62132263,40,64.650116
05/20/2022 21:58:28,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.89600015,3.47200012,40,46,36,2265.10059,18.75,12.5,15.625,39,37,2926.197,2926.197,266.0179,56.7303238,2.12577057,1.62137985,40,64.65144
05/20/2022 21:58:29,1.256,0.952,3.344,3.344,1.68000007,1.74400008,1.89600015,3.47200012,40,46,36,2265.10059,10.9375,4.6875,7.8125,39,37,2926.197,2926.197,266.0179,56.730526,2.1257782,1.62137222,40,64.65144
05/20/2022 21:58:30,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.89600015,3.47200012,40,46,36,2265.10059,17.1875,12.5,14.84375,40,37,2926.197,2926.197,266.0179,56.7288971,2.12571716,1.62143326,40,64.65144
05/20/2022 21:58:31,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.89600015,3.47200012,40,46,36,2265.10059,12.5,1.5625,7.03125,39,37,2926.197,2926.197,266.0179,56.72554,2.12559128,1.62155914,40,64.65144
05/20/2022 21:58:32,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.89600015,3.47200012,40,46,36,2265.10059,14.0625,12.5,13.28125,40,37,2926.197,2926.197,266.0179,56.7202454,2.125393,1.62175751,40,64.65144
05/20/2022 21:58:33,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.89600015,3.47200012,40,46,36,2265.10059,9.375,6.25,7.8125,39,37,2926.197,2926.197,266.0179,56.719635,2.12537,1.6217804,40,64.65144
05/20/2022 21:58:34,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.904,3.47200012,40,46,36,2265.10059,10.9375,12.5,11.71875,39,37,2926.197,2926.197,266.0179,56.7186165,2.12533188,1.62181854,40,64.65144
05/20/2022 21:58:35,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.89600015,3.47200012,40,46,36,2265.10059,12.5,4.6875,8.59375,41,38,2926.197,2926.197,266.0179,56.7129173,2.12511826,1.62203217,40,64.65144
05/20/2022 21:58:36,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.89600015,3.47200012,40,46,36,2265.10059,20.3125,7.8125,14.0625,39,37,2926.197,2926.197,266.0179,56.71251,2.125103,1.62204742,40,64.65144
05/20/2022 21:58:37,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.89600015,3.47200012,40,46,36,2265.10059,26.5625,26.5625,26.5625,44,44,2926.197,2926.197,266.0179,56.09314,2.10189438,1.645256,40,64.65144
05/20/2022 21:58:38,1.256,0.952,3.344,3.344,1.68000007,1.74400008,1.89600015,3.47200012,40,46,36,2265.10059,18.75,23.4375,21.09375,39,37,2926.197,2926.197,266.0179,55.6662827,2.08589935,1.66125107,40,64.65144
05/20/2022 21:58:39,1.248,0.952,3.344,3.344,1.68000007,1.74400008,1.904,3.47200012,40,46,36,2265.10059,10.9375,1.5625,6.25,40,37,2926.197,2926.197,266.0179,55.69723,2.087059,1.6600914,40,64.65144
05/20/2022 21:58:40,1.248,0.952,3.344,3.344,1.68000007,1.74400008,1.904,3.47200012,40,46,36,2265.10059,15.625,10.9375,13.28125,39,37,2926.197,2926.197,266.0179,55.7161674,2.08776855,1.65938187,40,64.65144
05/20/2022 21:58:41,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.89600015,3.47200012,40,46,36,2265.10059,7.8125,4.6875,6.25,39,37,2926.197,2926.197,266.0179,55.7227821,2.08801651,1.65913391,40,64.65144
05/20/2022 21:58:42,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.904,3.47200012,40,46,36,2265.10059,12.5,9.375,10.9375,40,38,2926.197,2926.197,266.0179,55.7381554,2.08859253,1.65855789,40,64.65144
05/20/2022 21:58:43,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.904,3.47200012,40,46,36,2265.10059,10.9375,4.6875,7.8125,39,37,2926.197,2926.197,266.0179,55.7399864,2.08866119,1.65848923,40,64.65144
05/20/2022 21:58:44,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.89600015,3.47200012,40,46,36,2265.10059,12.5,9.375,10.9375,39,37,2926.197,2926.197,266.0179,55.75821,2.089344,1.6578064,40,64.65144
05/20/2022 21:58:45,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.904,3.47200012,40,46,36,2265.10059,14.0625,14.0625,14.0625,39,38,2926.197,2926.197,266.0179,55.7606544,2.08943558,1.65771484,40,64.65144
05/20/2022 21:58:46,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.904,3.47200012,40,46,36,2265.10059,15.625,14.0625,14.84375,39,37,2926.197,2926.197,266.0179,55.7618752,2.08948135,1.65766907,40,64.65144
05/20/2022 21:58:47,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.89600015,3.47200012,40,46,36,2265.10059,14.0625,14.0625,14.0625,39,37,2926.197,2926.197,266.0179,55.81624,2.0915184,1.655632,40,64.65144
05/20/2022 21:58:48,1.256,0.944000065,3.344,3.344,1.68000007,1.74400008,1.904,3.47200012,40,46,36,2265.10059,17.1875,9.375,13.28125,39,37,2926.197,2926.197,266.0179,55.8295746,2.09201813,1.65513229,40,64.65144
05/20/2022 21:58:49,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.89600015,3.47200012,40,46,36,2265.10059,7.8125,6.25,7.03125,40,38,2926.197,2926.197,266.0179,55.85024,2.09279251,1.65435791,40,64.65144
05/20/2022 21:58:50,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.89600015,3.47200012,40,46,36,2265.10059,28.125,17.1875,22.65625,40,38,2926.197,2926.197,266.0179,55.8709068,2.093567,1.65358353,40,64.65144
05/20/2022 21:58:51,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.89600015,3.47200012,40,46,36,2265.10059,14.0625,9.375,11.71875,39,37,2926.197,2926.197,266.0179,55.87691,2.093792,1.65335846,40,64.65144
05/20/2022 21:58:52,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.89600015,3.47200012,40,46,36,2265.10059,10.9375,3.125,7.03125,39,37,2926.197,2926.197,266.0179,55.8828163,2.09401321,1.65313721,40,64.65144
05/20/2022 21:58:53,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.904,3.47200012,40,46,36,2280.40552,10.9375,10.9375,10.9375,39,37,2926.197,2926.197,266.0179,55.88068,2.093933,1.65321732,40,64.65144
05/20/2022 21:58:54,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.89600015,3.47200012,40,46,36,2280.40552,9.375,4.6875,7.03125,39,37,2926.197,2926.197,266.0179,55.87386,2.09367752,1.6534729,40,64.65144
05/20/2022 21:58:55,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.89600015,3.47200012,40,46,36,2280.40552,9.375,10.9375,10.15625,39,37,2926.197,2926.197,266.0179,55.86765,2.09344482,1.6537056,40,64.65144
05/20/2022 21:58:56,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.89600015,3.47200012,40,46,36,2265.10059,4.6875,9.375,7.03125,39,37,2926.197,2926.197,266.0179,55.8651047,2.09334946,1.653801,40,64.65144
05/20/2022 21:58:57,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.89600015,3.47200012,40,46,36,2265.10059,21.875,15.625,18.75,39,38,2926.197,2926.197,266.0179,55.8645935,2.09333038,1.65382,40,64.65144
05/20/2022 21:58:58,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.904,3.47200012,40,46,36,2265.10059,15.625,14.0625,14.84375,39,37,2926.197,2926.197,266.0179,55.8633728,2.09328461,1.65386581,40,64.65185
05/20/2022 21:58:59,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.904,3.47200012,40,46,36,2265.10059,12.5,12.5,12.5,39,37,2926.197,2926.197,266.0179,55.8605232,2.0931778,1.65397263,40,64.65185
05/20/2022 21:59:00,1.248,0.952,3.344,3.344,1.672,1.74400008,1.89600015,3.47200012,40,46,36,2265.10059,18.75,10.9375,14.84375,40,38,2926.197,2926.197,266.0179,55.8589935,2.09312057,1.65402985,40,64.65185
05/20/2022 21:59:01,1.248,0.952,3.344,3.344,1.68000007,1.74400008,1.904,3.47200012,40,46,36,2265.10059,3.125,6.25,4.6875,39,38,2926.197,2926.197,266.0179,55.858078,2.09308624,1.65406418,40,64.65185
05/20/2022 21:59:02,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.89600015,3.47200012,40,46,36,2265.10059,14.0625,12.5,13.28125,39,37,2926.197,2926.197,266.0179,55.8573647,2.09305954,1.65409088,40,64.65185
05/20/2022 21:59:03,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.89600015,3.47200012,40,46,36,2265.10059,9.375,7.8125,8.59375,39,37,2926.197,2926.197,266.0179,55.8509521,2.09281921,1.65433121,40,64.65185
05/20/2022 21:59:04,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.89600015,3.47200012,40,46,36,2265.10059,20.3125,21.875,21.09375,39,38,2926.197,2926.197,266.0179,55.8516655,2.092846,1.6543045,40,64.65185
05/20/2022 21:59:05,1.256,0.952,3.344,3.344,1.68000007,1.74400008,1.89600015,3.47200012,40,46,36,2265.10059,18.75,9.375,14.0625,39,37,2926.197,2926.197,266.0179,55.8498344,2.09277725,1.65437317,40,64.65185
05/20/2022 21:59:06,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.89600015,3.47200012,40,46,36,2265.10059,6.25,4.6875,5.46875,39,37,2926.197,2926.197,266.0179,55.8454552,2.09261322,1.6545372,40,64.65185
05/20/2022 21:59:07,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.904,3.47200012,40,46,36,2265.10059,10.9375,10.9375,10.9375,39,37,2926.197,2926.197,266.0179,55.8448448,2.09259033,1.65456009,40,64.65185
05/20/2022 21:59:08,1.256,0.952,3.344,3.344,1.68000007,1.74400008,1.904,3.47200012,40,46,36,2265.10059,10.9375,3.125,7.03125,39,37,2926.197,2926.197,266.0179,55.8178673,2.09157944,1.655571,40,64.65185
05/20/2022 21:59:09,1.24,0.952,3.344,3.344,1.68000007,1.74400008,1.89600015,3.47200012,40,46,36,2265.10059,32.8125,20.3125,26.5625,45,43,2926.197,2926.197,266.0179,55.81797,2.09158325,1.65556717,40,64.65185
05/20/2022 21:59:10,1.256,0.952,3.344,3.344,1.68000007,1.74400008,1.89600015,3.47200012,40,46,36,2265.10059,34.375,32.8125,33.59375,41,39,2926.197,2926.197,266.0179,55.8099251,2.091282,1.65586853,40,64.65185
05/20/2022 21:59:11,1.256,0.952,3.344,3.344,1.672,1.74400008,1.89600015,3.47200012,40,46,36,2265.10059,39.0625,31.25,35.15625,40,38,2926.197,2926.197,266.0179,55.8030052,2.09102249,1.65612793,40,64.65185
05/20/2022 21:59:12,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.89600015,3.47200012,40,46,36,2265.10059,9.375,6.25,7.8125,40,38,2926.197,2926.197,266.0179,55.8176651,2.09157181,1.65557861,40,64.65185
05/20/2022 21:59:13,1.264,0.952,3.344,3.328,1.672,1.74400008,1.89600015,3.47200012,40,46,36,2265.10059,18.75,15.625,17.1875,39,37,2926.197,2926.197,266.0179,55.8149147,2.09146881,1.65568161,40,64.65185
05/20/2022 21:59:14,1.248,0.952,3.344,3.344,1.68000007,1.74400008,1.89600015,3.47200012,40,46,36,2265.10059,28.125,18.75,23.4375,41,39,2926.197,2926.197,266.0179,55.81746,2.09156418,1.65558624,40,64.65185
05/20/2022 21:59:15,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.904,3.47200012,40,46,36,2265.10059,17.1875,18.75,17.96875,43,42,2926.197,2926.197,266.0179,55.80789,2.0912056,1.65594482,40,64.65185
05/20/2022 21:59:16,1.24,0.952,3.344,3.344,1.68000007,1.74400008,1.904,3.47200012,40,46,36,2265.10059,26.5625,10.9375,18.75,40,38,2926.197,2926.197,266.0179,55.8008652,2.09094238,1.656208,40,64.65185
05/20/2022 21:59:17,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.89600015,3.47200012,40,46,36,2265.10059,10.9375,3.125,7.03125,39,37,2926.197,2926.197,266.0179,55.7973022,2.09080887,1.65634155,40,64.65185
05/20/2022 21:59:18,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.904,3.47200012,40,46,36,2265.10059,18.75,15.625,17.1875,39,37,2926.197,2926.197,266.0179,55.7976074,2.09082031,1.65633011,40,64.65185
05/20/2022 21:59:19,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.904,3.47200012,40,46,36,2265.10059,7.8125,9.375,8.59375,39,37,2926.197,2926.197,266.0179,55.7913971,2.09058762,1.65656281,40,64.65185
05/20/2022 21:59:20,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.904,3.47200012,40,46,36,2265.10059,3.125,7.8125,5.46875,39,37,2926.197,2926.197,266.0179,55.7920074,2.0906105,1.65653992,40,64.65185
05/20/2022 21:59:21,1.248,0.952,3.344,3.344,1.68000007,1.74400008,1.904,3.47200012,40,46,36,2265.10059,9.375,9.375,9.375,39,37,2926.197,2926.197,266.0179,55.79211,2.09061432,1.6565361,40,64.65185
05/20/2022 21:59:22,1.248,0.952,3.344,3.344,1.68000007,1.74400008,1.89600015,3.47200012,40,46,36,2265.10059,6.25,3.125,4.6875,39,37,2926.197,2926.197,266.0179,55.7899742,2.09053421,1.65661621,40,64.65185
05/20/2022 21:59:23,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.89600015,3.47200012,40,46,36,2265.10059,9.375,9.375,9.375,39,37,2926.197,2926.197,266.0179,55.7872238,2.09043121,1.65671921,40,64.65185
05/20/2022 21:59:24,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.904,3.47200012,40,46,36,2265.10059,7.8125,4.6875,6.25,40,37,2926.197,2926.197,266.0179,55.7849846,2.09034729,1.65680313,40,64.65185
05/20/2022 21:59:25,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.904,3.47200012,40,46,36,2265.10059,17.1875,26.5625,21.875,40,40,2926.197,2926.197,266.0179,55.77959,2.090145,1.65700531,40,64.65185
05/20/2022 21:59:26,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.89600015,3.47200012,40,46,36,2265.10059,12.5,12.5,12.5,39,37,2926.197,2926.197,266.0179,55.77725,2.09005737,1.657093,40,64.65185
05/20/2022 21:59:27,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.904,3.47200012,40,46,36,2265.10059,6.25,4.6875,5.46875,39,37,2926.197,2926.197,266.0179,55.7714462,2.08984,1.65731049,40,64.65185
05/20/2022 21:59:28,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.904,3.47200012,40,46,36,2265.10059,7.8125,12.5,10.15625,39,37,2926.197,2926.197,266.0179,55.7707329,2.08981323,1.65733719,40,64.6525345
05/20/2022 21:59:29,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.904,3.47200012,40,46,36,2265.10059,7.8125,4.6875,6.25,39,37,2926.197,2926.197,266.0179,55.7684937,2.08972931,1.65742111,40,64.6525345
05/20/2022 21:59:30,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.904,3.47200012,40,46,36,2265.10059,17.1875,15.625,16.40625,39,37,2926.197,2926.197,266.0179,55.7680855,2.089714,1.65743637,40,64.6525345
05/20/2022 21:59:31,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.904,3.47200012,40,46,36,2265.10059,7.8125,10.9375,9.375,39,37,2926.197,2926.197,266.0179,55.76839,2.08972549,1.65742493,40,64.6525345
05/20/2022 21:59:32,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.904,3.47200012,40,46,36,2265.10059,9.375,3.125,6.25,39,37,2926.197,2926.197,266.0179,55.76666,2.08966064,1.65748978,40,64.6525345
05/20/2022 21:59:33,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.89600015,3.47200012,40,46,36,2265.10059,14.0625,10.9375,12.5,39,37,2926.197,2926.197,266.0179,55.7651329,2.08960342,1.657547,40,64.6525345
05/20/2022 21:59:34,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.89600015,3.47200012,40,46,36,2265.10059,7.8125,4.6875,6.25,40,37,2926.197,2926.197,266.0179,55.7652359,2.08960724,1.65754318,40,64.6525345
05/20/2022 21:59:35,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.904,3.47200012,40,46,36,2265.10059,14.0625,4.6875,9.375,39,37,2926.197,2926.197,266.0179,55.7623863,2.08950043,1.65765,40,64.6525345
05/20/2022 21:59:36,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.904,3.47200012,40,46,36,2265.10059,7.8125,7.8125,7.8125,39,37,2926.197,2926.197,266.0179,55.7617722,2.08947754,1.65767288,40,64.6525345
05/20/2022 21:59:37,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.904,3.47200012,40,46,36,2265.10059,9.375,14.0625,11.71875,39,36,2926.197,2926.197,266.0179,55.7610626,2.08945084,1.65769958,40,64.6525345
05/20/2022 21:59:38,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.89600015,3.47200012,40,46,36,2265.10059,10.9375,4.6875,7.8125,39,37,2926.197,2926.197,266.0179,55.75994,2.08940887,1.65774155,40,64.6525345
05/20/2022 21:59:39,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.904,3.47200012,40,46,36,2265.10059,15.625,7.8125,11.71875,39,37,2926.197,2926.197,266.0179,55.75974,2.08940125,1.65774918,40,64.6525345
05/20/2022 21:59:40,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.89600015,3.47200012,40,46,36,2265.10059,7.8125,6.25,7.03125,40,37,2926.197,2926.197,266.0179,55.75078,2.08906555,1.65808487,40,64.6525345
05/20/2022 21:59:41,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.89600015,3.47200012,40,46,36,2265.10059,12.5,17.1875,14.84375,39,36,2926.197,2926.197,266.0179,55.7577,2.089325,1.65782547,40,64.6525345
05/20/2022 21:59:42,1.248,0.952,3.344,3.344,1.68000007,1.74400008,1.89600015,3.47200012,40,46,36,2280.40552,4.6875,7.8125,6.25,39,37,2926.197,2926.197,266.0179,55.758007,2.0893364,1.657814,40,64.6525345
05/20/2022 21:59:43,1.248,0.952,3.344,3.344,1.68000007,1.74400008,1.89600015,3.47200012,40,46,36,2280.40552,14.0625,7.8125,10.9375,41,37,2926.197,2926.197,266.0179,55.7554626,2.089241,1.65790939,40,64.6525345
05/20/2022 21:59:44,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.89600015,3.47200012,40,46,36,2280.40552,6.25,7.8125,7.03125,40,38,2926.197,2926.197,266.0179,55.748642,2.08898544,1.658165,40,64.6525345
05/20/2022 21:59:45,1.256,0.952,3.344,3.344,1.68000007,1.74400008,1.89600015,3.47200012,39,46,36,2265.10059,21.875,25,23.4375,39,38,2926.197,2926.197,266.0179,55.7544441,2.089203,1.65794754,40,64.6525345
05/20/2022 21:59:46,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.904,3.47200012,39,46,36,2265.10059,9.375,14.0625,11.71875,39,37,2926.197,2926.197,266.0179,55.7530174,2.08914948,1.658001,40,64.6525345
05/20/2022 21:59:47,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.89600015,3.47200012,40,46,36,2265.10059,9.375,3.125,6.25,39,37,2926.197,2926.197,266.0179,55.7516937,2.0891,1.65805054,40,64.6525345
05/20/2022 21:59:48,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.904,3.47200012,39,46,36,2265.10059,9.375,10.9375,10.15625,39,37,2926.197,2926.197,266.0179,55.7257347,2.08812714,1.65902328,40,64.6525345
05/20/2022 21:59:49,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.904,3.47200012,39,46,36,2265.10059,7.8125,4.6875,6.25,39,37,2926.197,2926.197,266.0179,55.7240067,2.08806229,1.65908813,40,64.6525345
05/20/2022 21:59:50,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.89600015,3.47200012,39,46,36,2265.10059,12.5,7.8125,10.15625,39,37,2926.197,2926.197,266.0179,55.724617,2.08808517,1.65906525,40,64.6525345
05/20/2022 21:59:51,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.89600015,3.47200012,39,46,36,2265.10059,6.25,3.125,4.6875,39,36,2926.197,2926.197,266.0179,55.7239037,2.08805847,1.659092,40,64.6525345
05/20/2022 21:59:52,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.904,3.47200012,39,46,36,2265.10059,10.9375,9.375,10.15625,39,36,2926.197,2926.197,266.0179,55.72299,2.08802414,1.65912628,40,64.6525345
05/20/2022 21:59:53,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.89600015,3.47200012,39,46,36,2265.10059,9.375,4.6875,7.03125,39,37,2926.197,2926.197,266.0179,55.722683,2.0880127,1.65913773,40,64.6525345
05/20/2022 21:59:54,1.264,0.952,3.344,3.36000013,1.68000007,1.74400008,1.89600015,3.47200012,39,46,36,2280.40552,9.375,10.9375,10.15625,38,37,2926.197,2926.197,266.0179,55.722683,2.0880127,1.65913773,40,64.6525345
05/20/2022 21:59:55,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.89600015,3.47200012,39,46,36,2280.40552,4.6875,4.6875,4.6875,39,36,2926.197,2926.197,266.0179,55.71983,2.087906,1.65924454,40,64.6525345
05/20/2022 21:59:56,1.264,0.952,3.344,3.344,1.672,1.74400008,1.89600015,3.47200012,39,46,36,2265.10059,14.0625,18.75,16.40625,39,37,2926.197,2926.197,266.0179,55.72034,2.087925,1.65922546,40,64.6525345
05/20/2022 21:59:57,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.89600015,3.47200012,39,46,36,2265.10059,18.75,7.8125,13.28125,39,37,2926.197,2926.197,266.0179,55.7194252,2.08789063,1.6592598,40,64.6525345
05/20/2022 21:59:58,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.904,3.47200012,39,46,36,2265.10059,9.375,4.6875,7.03125,38,37,2926.197,2926.197,266.0179,55.7199326,2.0879097,1.65924072,40,64.65318
05/20/2022 21:59:59,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.89600015,3.47200012,39,46,36,2265.10059,7.8125,12.5,10.15625,39,37,2926.197,2926.197,266.0179,55.711483,2.087593,1.65955734,40,64.65318
05/20/2022 22:00:00,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.904,3.47200012,39,46,36,2265.10059,9.375,9.375,9.375,39,37,2926.197,2926.197,266.0179,55.7217636,2.08797836,1.659172,40,64.65318
05/20/2022 22:00:01,1.256,0.952,3.344,3.344,1.68000007,1.74400008,1.904,3.47200012,39,46,36,2265.10059,15.625,17.1875,16.40625,39,37,2926.197,2926.197,266.0179,55.72217,2.08799362,1.6591568,40,64.65318
05/20/2022 22:00:02,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.904,3.47200012,39,46,36,2265.10059,10.9375,12.5,11.71875,39,37,2926.197,2926.197,266.0179,55.722477,2.088005,1.65914536,40,64.65318
05/20/2022 22:00:03,1.248,0.952,3.344,3.344,1.68000007,1.74400008,1.904,3.47200012,39,45.5,36,2265.10059,6.25,3.125,4.6875,38,37,2926.197,2926.197,266.0179,55.71922,2.087883,1.65926743,40,64.65318
05/20/2022 22:00:04,1.256,0.952,3.344,3.344,1.68000007,1.74400008,1.89600015,3.47200012,39,46,36,2265.10059,14.0625,7.8125,10.9375,39,37,2926.197,2926.197,266.0179,55.71861,2.08786,1.65929031,40,64.65318
05/20/2022 22:00:05,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.89600015,3.47200012,39,45.5,36,2280.40552,9.375,3.125,6.25,38,37,2926.197,2926.197,266.0179,55.71871,2.087864,1.6592865,40,64.65318
05/20/2022 22:00:06,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.89600015,3.47200012,39,46,36,2280.40552,17.1875,17.1875,17.1875,39,37,2926.197,2926.197,266.0179,55.7177963,2.08782959,1.65932083,40,64.65318
05/20/2022 22:00:07,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.89600015,3.47200012,39,46,36,2280.40552,12.5,7.8125,10.15625,39,37,2926.197,2926.197,266.0179,55.717186,2.0878067,1.65934372,40,64.65318
05/20/2022 22:00:08,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.89600015,3.47200012,39,46,36,2265.10059,7.8125,3.125,5.46875,39,37,2926.197,2926.197,266.0179,55.71698,2.087799,1.65935135,40,64.65318
05/20/2022 22:00:09,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.89600015,3.47200012,39,46,36,2265.10059,20.3125,18.75,19.53125,39,37,2926.197,2926.197,266.0179,55.7172852,2.08781052,1.6593399,40,64.65318
05/20/2022 22:00:10,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.89600015,3.47200012,39,46,36,2265.10059,12.5,7.8125,10.15625,39,37,2926.197,2926.197,266.0179,55.6173172,2.08406448,1.66308594,40,64.65318
05/20/2022 22:00:11,1.23200011,0.952,3.344,3.344,1.68000007,1.74400008,1.904,3.47200012,39,46,36,2265.10059,7.8125,9.375,8.59375,40,38,2926.197,2926.197,266.0179,55.6172142,2.08406067,1.66308975,40,64.65318
05/20/2022 22:00:12,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.89600015,3.47200012,39,46,36,2265.10059,21.875,15.625,18.75,39,37,2926.197,2926.197,266.0179,55.61813,2.084095,1.66305542,40,64.65318
05/20/2022 22:00:13,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.904,3.47200012,39,46,36,2265.10059,7.8125,10.9375,9.375,40,37,2926.197,2926.197,266.0179,55.6172142,2.08406067,1.66308975,40,64.65318
05/20/2022 22:00:14,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.89600015,3.47200012,39,46,36,2265.10059,14.0625,6.25,10.15625,39,37,2926.197,2926.197,266.0179,55.661293,2.08571243,1.661438,40,64.65318
05/20/2022 22:00:15,1.264,0.952,3.344,3.344,1.68000007,1.74400008,1.89600015,3.47200012,39,46,36,2265.10059,9.375,10.9375,10.15625,39,37,2926.197,2926.197,266.0179,55.6561,2.085518,1.66163254,40,64.65318
